,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1873,LP007382,Female,Yes,0,Graduate,No,3610,2853.3,113.3,360.0,,Semiurban,1
1874,LP007383,Male,Yes,0,Graduate,No,3425,2128.9,139.1,360.0,1.0,Rural,0
1875,LP007384,,Yes,3+,Graduate,No,23149,0.0,378.5,360.0,1.0,Rural,1
1876,LP007385,Male,Yes,0,Graduate,No,2658,2199.9,173.9,360.0,1.0,Semiurban,1
1877,LP007386,Male,No,1,Not Graduate,Yes,2958,1495.7,187.5,360.0,,Semiurban,0
1878,LP007387,Male,Yes,3+,Graduate,No,4331,0.0,93.5,360.0,1.0,Urban,1
1879,LP007388,Male,Yes,2,Graduate,,5015,0.0,66.7,360.0,0.0,Semiurban,0
1880,LP007389,Male,Yes,1,Graduate,Yes,8093,5130.5,344.5,360.0,0.0,Rural,0
1881,LP007390,Male,Yes,2,Graduate,No,3103,671.4,70.7,360.0,1.0,Urban,1
1882,LP007391,Female,No,0,Graduate,,2869,1515.6,108.7,360.0,1.0,Urban,1
1883,LP007392,Male,Yes,2,Graduate,No,6513,1724.0,230.4,300.0,1.0,Semiurban,1
1884,LP007393,Male,Yes,0,Graduate,No,4313,3522.7,,360.0,1.0,Semiurban,1
1885,LP007394,Male,Yes,2,Not Graduate,No,2341,1629.4,110.0,180.0,1.0,Semiurban,1
1886,LP007395,Male,Yes,0,Graduate,No,7724,0.0,151.1,360.0,1.0,Semiurban,0
1887,LP007396,Male,Yes,0,Graduate,No,5286,2446.4,134.0,360.0,1.0,Urban,1
1888,LP007397,Male,No,0,Not Graduate,No,2297,1545.6,89.4,480.0,0.0,Urban,0
1889,LP007398,Female,No,0,Not Graduate,No,4332,0.0,147.8,360.0,1.0,Rural,1
1890,LP007399,Male,Yes,0,Graduate,Yes,3343,0.0,26.0,120.0,1.0,Semiurban,1
1891,LP007400,Male,No,0,Graduate,No,2459,2629.6,129.9,360.0,1.0,Semiurban,1
1892,LP007401,Male,,,Graduate,No,4415,0.0,161.1,480.0,1.0,Semiurban,1
1893,LP007402,Male,Yes,0,Graduate,Yes,3141,0.0,24.0,120.0,1.0,Semiurban,1
1894,LP007403,Male,Yes,1,Graduate,No,7834,1799.9,107.5,,0.0,Urban,0
1895,LP007404,Male,Yes,3+,Graduate,No,3292,1225.5,131.7,360.0,0.0,Semiurban,0
1896,LP007405,Female,Yes,0,Graduate,No,3543,2730.2,105.8,360.0,,Semiurban,1
1897,LP007406,Male,Yes,0,Graduate,No,2908,2614.0,144.2,360.0,1.0,Rural,1
1898,LP007407,Male,Yes,0,Graduate,No,5929,4735.2,258.6,360.0,1.0,Semiurban,0
1899,LP007408,Male,Yes,2,Graduate,No,12747,0.0,198.7,180.0,1.0,Urban,1
1900,LP007409,Female,No,3+,Graduate,,405,39644.6,353.6,180.0,,Urban,0
1901,LP007410,Male,Yes,0,Graduate,No,13173,0.0,412.7,360.0,1.0,Semiurban,1
1902,LP007411,Male,Yes,1,Graduate,No,6507,0.0,173.8,360.0,,Rural,1
1903,LP007412,Male,Yes,0,Graduate,,3487,2610.1,121.7,360.0,1.0,Semiurban,1
1904,LP007413,Male,Yes,0,Graduate,No,2851,16.5,86.0,360.0,1.0,Rural,1
1905,LP007414,Male,Yes,0,Graduate,No,2591,2303.1,157.2,360.0,1.0,Semiurban,1
1906,LP007415,Male,Yes,1,Graduate,No,4328,1483.3,116.0,360.0,1.0,Rural,0
1907,LP007416,Male,No,0,Graduate,No,2157,1896.4,79.3,360.0,1.0,Urban,1
1908,LP007417,Female,No,0,Graduate,No,3893,2235.1,135.7,360.0,1.0,Semiurban,1
1909,LP007418,Male,No,0,Graduate,No,3097,0.0,68.4,360.0,1.0,Urban,1
1910,LP007419,Female,No,0,Graduate,No,2161,0.0,100.4,360.0,0.0,Semiurban,0
1911,LP007420,Female,No,0,Graduate,No,4785,2495.6,150.7,480.0,1.0,Rural,0
1912,LP007421,Male,Yes,0,Graduate,No,2371,2092.1,108.1,360.0,1.0,Semiurban,1
1913,LP007422,Male,Yes,0,Not Graduate,No,2348,3748.2,,180.0,1.0,Urban,0
1914,LP007423,Female,No,0,Graduate,No,2913,0.0,65.3,360.0,1.0,Rural,1
1915,LP007424,Male,Yes,0,Graduate,No,5331,4613.1,267.4,360.0,1.0,Semiurban,0
1916,LP007425,Male,Yes,0,Graduate,No,6123,4633.5,268.4,360.0,1.0,Semiurban,0
1917,LP007426,Male,Yes,3+,Graduate,No,3515,2690.3,129.3,360.0,0.0,Rural,0
1918,LP007427,Male,Yes,1,Graduate,,3649,2936.2,139.0,360.0,,Semiurban,0
1919,LP007428,Male,Yes,3+,Graduate,No,3246,2776.4,114.0,360.0,0.0,Rural,0
1920,LP007429,Female,Yes,0,Not Graduate,No,1919,1673.0,98.3,360.0,1.0,Semiurban,1
1921,LP007430,,Yes,0,Graduate,No,3226,2160.6,126.7,360.0,0.0,Semiurban,0
1922,LP007431,Male,Yes,1,Graduate,No,7131,0.0,182.0,360.0,1.0,Semiurban,1
1923,LP007432,Male,Yes,1,Graduate,Yes,1053,3010.0,107.9,360.0,1.0,Urban,0
1924,LP007433,Male,Yes,0,Graduate,No,14233,0.0,441.1,360.0,1.0,Semiurban,1
1925,LP007434,Male,Yes,0,Graduate,No,2303,2033.6,139.1,360.0,1.0,Semiurban,1
1926,LP007435,Male,,,Graduate,No,5055,0.0,162.3,480.0,1.0,Semiurban,1
1927,LP007436,Male,Yes,3+,Not Graduate,No,2625,1714.5,188.2,360.0,1.0,Rural,0
1928,LP007437,Male,Yes,2,Graduate,Yes,5597,4007.7,266.4,360.0,1.0,Urban,1
1929,LP007438,Male,Yes,3+,Graduate,No,4449,0.0,41.1,180.0,1.0,Rural,1
1930,LP007439,Male,No,2,Graduate,No,4057,0.0,106.2,360.0,1.0,Semiurban,1
1931,LP007440,Male,No,0,Not Graduate,No,3502,0.0,28.4,120.0,1.0,Semiurban,1
1932,LP007441,Male,Yes,0,Graduate,No,3124,1288.9,77.3,360.0,1.0,Urban,1
1933,LP007442,Male,No,0,Graduate,Yes,11752,0.0,80.7,360.0,1.0,Urban,0
1934,LP007443,,Yes,0,Graduate,No,15987,0.0,114.4,360.0,1.0,Semiurban,1
1935,LP007444,Female,Yes,1,Graduate,No,4530,0.0,136.4,360.0,1.0,Urban,1
1936,LP007445,Male,No,2,Graduate,No,3511,0.0,104.7,360.0,1.0,Semiurban,1
1937,LP007446,Male,Yes,1,Graduate,No,3982,0.0,52.4,240.0,1.0,Urban,1
1938,LP007447,Male,Yes,0,Graduate,No,2374,2078.8,114.8,360.0,1.0,Semiurban,1
1939,LP007448,Male,Yes,0,Graduate,No,3810,760.3,111.7,360.0,1.0,Semiurban,1
1940,LP007449,Male,Yes,1,Graduate,No,1464,1491.5,30.3,360.0,1.0,Urban,1
1941,LP007450,,Yes,0,Graduate,No,17370,0.0,100.5,360.0,1.0,Semiurban,1
1942,LP007451,Male,Yes,1,Graduate,No,4569,3140.4,158.3,84.0,1.0,Rural,0
1943,LP007452,Male,No,0,Not Graduate,No,3888,0.0,26.4,120.0,1.0,Semiurban,1
1944,LP007453,Male,Yes,0,Graduate,No,2928,3374.6,54.1,180.0,1.0,Semiurban,1
1945,LP007454,Male,Yes,0,Graduate,No,2693,2091.3,119.2,360.0,,Urban,1
1946,LP007455,Female,Yes,0,Graduate,Yes,5565,0.0,113.5,360.0,0.0,Rural,0
1947,LP007456,Male,No,0,Graduate,No,2173,0.0,62.7,480.0,0.0,Semiurban,0
1948,LP007457,Male,No,0,Not Graduate,No,3317,2196.0,124.7,180.0,0.0,Urban,0
1949,LP007458,Male,Yes,2,Graduate,No,6493,1672.4,240.3,300.0,1.0,Semiurban,1
1950,LP007459,Male,Yes,2,Graduate,No,3042,1495.2,109.6,360.0,1.0,Urban,1
1951,LP007460,Male,No,0,Graduate,No,5044,0.0,178.1,360.0,1.0,Urban,1
1952,LP007461,Male,Yes,0,Graduate,No,2852,14.8,90.8,360.0,1.0,Rural,1
1953,LP007462,Male,Yes,0,Graduate,No,9441,0.0,81.9,180.0,1.0,Urban,1
1954,LP007463,Male,No,0,Graduate,No,2931,0.0,67.6,360.0,1.0,Semiurban,1
1955,LP007464,Male,No,0,Graduate,No,4092,7009.2,196.6,360.0,1.0,Urban,1
1956,LP007465,Female,Yes,1,Graduate,Yes,18473,0.0,616.6,360.0,1.0,Semiurban,1
1957,LP007466,Male,No,0,Graduate,No,3045,1792.1,117.7,360.0,1.0,Rural,1
1958,LP007467,Male,Yes,1,Graduate,No,3231,0.0,83.5,360.0,1.0,Semiurban,1
1959,LP007468,Male,Yes,3+,Not Graduate,No,3214,0.0,77.8,180.0,1.0,Rural,0
1960,LP007469,Male,Yes,2,Graduate,No,4739,1373.3,152.2,360.0,1.0,Semiurban,1
1961,LP007470,Male,Yes,0,Graduate,No,1008,5198.0,220.7,360.0,,Rural,1
1962,LP007471,Male,No,0,Graduate,No,4460,2478.9,139.6,360.0,1.0,Rural,1
1963,LP007472,Male,Yes,2,Graduate,Yes,5546,4250.7,266.3,360.0,1.0,Urban,1
1964,LP007473,Male,No,2,Graduate,No,3591,0.0,106.3,360.0,1.0,Semiurban,1
1965,LP007474,Male,No,3+,Graduate,No,8743,0.0,194.5,360.0,1.0,Rural,1
1966,LP007475,Male,Yes,0,Not Graduate,No,2290,1939.2,102.1,360.0,1.0,Rural,1
1967,LP007476,Male,No,2,Graduate,No,3880,0.0,108.4,360.0,1.0,Semiurban,1
1968,LP007477,Male,Yes,1,Graduate,No,10918,0.0,299.2,360.0,1.0,Urban,1
1969,LP007478,Male,Yes,0,Graduate,No,3774,2183.0,127.9,360.0,1.0,Semiurban,1
1970,LP007479,Male,Yes,1,Graduate,,5391,620.4,169.4,360.0,1.0,Rural,1
1971,LP007480,Male,No,2,Graduate,No,5519,4678.3,154.0,360.0,1.0,Rural,1
1972,LP007481,Male,No,0,Graduate,No,3238,0.0,73.5,360.0,1.0,Urban,0
1973,LP007482,,Yes,0,Graduate,No,16396,0.0,120.8,360.0,1.0,Semiurban,1
1974,LP007483,Male,Yes,2,Graduate,Yes,5887,0.0,213.6,240.0,1.0,Semiurban,0
1975,LP007484,Male,Yes,0,Graduate,No,5699,0.0,140.7,360.0,1.0,Urban,1
1976,LP007485,Male,Yes,2,Graduate,No,4084,0.0,88.3,360.0,1.0,Semiurban,1
1977,LP007486,Female,Yes,1,Graduate,No,4580,0.0,126.7,360.0,1.0,Urban,1
1978,LP007487,Male,Yes,1,Graduate,No,5926,1998.8,266.3,360.0,1.0,Semiurban,1
1979,LP007488,Male,Yes,,Graduate,No,4875,1319.8,173.3,360.0,0.0,Urban,0
1980,LP007489,Male,Yes,2,Graduate,No,3416,1671.5,155.1,360.0,0.0,Rural,0
1981,LP007490,Male,Yes,2,Graduate,No,9854,0.0,116.5,360.0,1.0,Urban,1
1982,LP007491,Male,Yes,0,Graduate,No,2947,2204.8,147.1,360.0,1.0,Rural,1
1983,LP007492,Male,Yes,2,Graduate,No,5200,0.0,119.9,360.0,1.0,Urban,1
1984,LP007493,Male,Yes,2,Graduate,No,2237,1462.2,103.8,360.0,1.0,Rural,1
1985,LP007494,Male,Yes,0,Graduate,No,2718,3346.4,58.5,180.0,1.0,Semiurban,1
1986,LP007495,Male,No,0,Graduate,No,5551,0.0,181.5,360.0,1.0,Urban,1
1987,LP007496,Male,Yes,0,Graduate,No,6305,2002.3,208.9,360.0,1.0,Rural,1
1988,LP007497,Male,Yes,1,Graduate,No,3313,0.0,49.1,240.0,1.0,Urban,1
1989,LP007498,,Yes,0,Graduate,No,3210,2044.9,134.4,360.0,0.0,Semiurban,0
1990,LP007499,Male,Yes,2,Graduate,Yes,2472,4810.0,181.9,360.0,1.0,Rural,1
1991,LP007500,Male,Yes,0,Graduate,No,2654,2251.4,147.9,360.0,1.0,Semiurban,1
1992,LP007501,Male,No,0,Graduate,No,2787,1930.9,125.7,360.0,1.0,Rural,1
1993,LP007502,Male,No,0,Graduate,Yes,7189,0.0,146.9,360.0,1.0,Rural,1
1994,LP007503,Female,Yes,2,Graduate,No,1403,1874.3,161.8,360.0,1.0,Urban,0
1995,LP007504,Male,Yes,1,Graduate,No,5994,6073.5,336.9,360.0,1.0,Urban,1
1996,LP007505,Male,Yes,2,Not Graduate,No,3206,2858.6,148.6,360.0,1.0,Urban,1
1997,LP007506,Male,Yes,3+,Graduate,No,4741,1884.2,145.1,360.0,0.0,Urban,1
1998,LP007507,Male,Yes,0,Graduate,No,2059,2068.1,85.7,360.0,,Urban,1
1999,LP007508,Male,Yes,0,Graduate,No,6382,4759.5,231.9,360.0,1.0,Semiurban,0
2000,LP007509,Male,No,0,Graduate,No,5391,0.0,128.7,360.0,0.0,Rural,1
2001,LP007510,Male,No,0,Not Graduate,No,5663,0.0,129.7,360.0,1.0,Rural,0
2002,LP007511,Female,Yes,2,Graduate,No,14379,0.0,72.9,360.0,1.0,Urban,1
2003,LP007512,Female,No,0,Graduate,No,3793,2221.5,137.7,360.0,1.0,Semiurban,1
2004,LP007513,Male,Yes,3+,Graduate,No,4096,0.0,40.8,180.0,1.0,Rural,1
2005,LP007514,Male,Yes,0,Graduate,No,5780,4639.0,265.3,360.0,1.0,Semiurban,0
2006,LP007515,Male,Yes,3+,Graduate,No,4330,0.0,101.3,360.0,1.0,Urban,1
2007,LP007516,Male,No,3+,Graduate,No,13159,3463.9,338.2,360.0,1.0,Rural,0
2008,LP007517,Male,Yes,2,Graduate,Yes,3564,3243.7,97.1,360.0,1.0,Urban,1
2009,LP007518,Male,Yes,0,Graduate,No,157,1690.8,135.8,360.0,1.0,Rural,0
2010,LP007519,Male,Yes,0,Graduate,No,3830,2437.6,136.7,360.0,1.0,Semiurban,1
2011,LP007520,Male,No,0,Not Graduate,,2450,2028.4,120.5,360.0,1.0,Rural,1
2012,LP007521,Male,Yes,2,Graduate,No,8334,3301.5,156.6,360.0,1.0,Rural,1
2013,LP007522,Male,Yes,3+,Graduate,Yes,5798,1451.1,105.2,360.0,1.0,Rural,1
2014,LP007523,Female,Yes,0,Graduate,No,3385,2734.0,118.1,360.0,,Semiurban,1
2015,LP007524,Male,Yes,0,Graduate,No,4314,2660.0,105.3,12.0,,Urban,1
2016,LP007525,Male,Yes,1,Not Graduate,No,2025,2566.5,122.4,360.0,1.0,Rural,1
2017,LP007526,Male,Yes,0,Graduate,No,2177,0.0,58.1,360.0,0.0,Urban,0
2018,LP007527,Male,Yes,3+,Graduate,No,14683,0.0,297.9,360.0,1.0,Rural,1
2019,LP007528,Male,Yes,3+,Not Graduate,No,2065,788.6,92.1,480.0,1.0,Semiurban,1
2020,LP007529,Female,No,0,Not Graduate,No,2186,0.0,66.5,360.0,1.0,Rural,1
2021,LP007530,Male,Yes,0,Graduate,No,3190,0.0,177.8,360.0,1.0,Rural,0
2022,LP007531,Male,No,0,Not Graduate,No,2196,1521.3,135.0,360.0,1.0,Semiurban,1
2023,LP007532,Male,Yes,0,Not Graduate,No,2387,3887.9,,180.0,1.0,Urban,0
2024,LP007533,Male,Yes,3+,Graduate,No,3551,1059.6,131.4,360.0,0.0,Semiurban,0
2025,LP007534,Male,Yes,0,Not Graduate,No,1690,4029.2,176.4,360.0,0.0,Semiurban,0
2026,LP007535,Male,No,0,Graduate,No,1885,1220.2,43.2,360.0,1.0,Urban,1
2027,LP007536,Male,Yes,0,Graduate,No,3243,2175.5,129.6,360.0,1.0,Rural,0
2028,LP007537,Male,Yes,0,Graduate,No,7426,0.0,266.3,360.0,1.0,Urban,0
2029,LP007538,Male,Yes,0,Not Graduate,No,1840,969.5,102.1,360.0,1.0,Semiurban,1
2030,LP007539,Female,Yes,2,Graduate,No,1336,1654.1,159.7,360.0,1.0,Urban,0
2031,LP007540,Male,Yes,2,Graduate,No,3907,1757.2,119.9,360.0,1.0,Semiurban,1
2032,LP007541,Female,No,0,Graduate,Yes,2526,0.0,89.3,360.0,,Urban,1
2033,LP007542,Male,No,0,Graduate,Yes,6650,0.0,132.5,360.0,1.0,Rural,1
2034,LP007543,Male,No,0,Not Graduate,No,2990,2461.3,113.1,,1.0,Rural,1
2035,LP007544,Female,Yes,1,Graduate,No,4536,0.0,150.2,360.0,1.0,Urban,1
2036,LP007545,Female,No,0,Graduate,No,4237,0.0,42.2,360.0,1.0,Semiurban,1
2037,LP007546,,Yes,2,Graduate,No,2969,2149.3,136.6,360.0,0.0,Semiurban,0
2038,LP007547,Male,Yes,3+,Graduate,No,7996,0.0,118.0,180.0,1.0,Urban,1
2039,LP007548,Female,No,0,Graduate,No,4644,0.0,123.2,360.0,1.0,Semiurban,1
2040,LP007549,Male,Yes,0,Graduate,No,1960,958.9,50.9,360.0,1.0,Semiurban,1
2041,LP007550,Male,No,1,Graduate,,3741,0.0,114.5,180.0,1.0,Urban,1
2042,LP007551,Male,No,2,Graduate,No,3580,0.0,112.3,360.0,0.0,Rural,0
2043,LP007552,Male,No,0,Graduate,No,3887,1626.5,,360.0,1.0,Rural,1
2044,LP007553,Female,No,2,Graduate,,3574,2070.8,123.1,360.0,1.0,Semiurban,1
2045,LP007554,Male,No,0,Graduate,No,2505,0.0,57.2,360.0,1.0,Semiurban,1
2046,LP007555,Male,Yes,1,Not Graduate,No,5434,1093.4,180.4,360.0,,Urban,1
2047,LP007556,Male,No,0,Not Graduate,No,3754,0.0,106.4,360.0,1.0,Rural,1
2048,LP007557,Male,Yes,1,Not Graduate,No,3180,1660.0,111.3,180.0,1.0,Urban,1
2049,LP007558,Female,No,0,Graduate,No,2914,0.0,73.4,360.0,1.0,Rural,1
2050,LP007559,Male,Yes,0,Graduate,Yes,9244,0.0,179.4,360.0,1.0,Rural,1
2051,LP007560,Male,Yes,0,Not Graduate,,2919,2886.2,161.0,360.0,1.0,Rural,1
2052,LP007561,Male,Yes,0,Graduate,No,989,5456.1,222.7,360.0,,Rural,1
2053,LP007562,Male,Yes,3+,Graduate,No,8400,0.0,126.6,180.0,1.0,Urban,1
2054,LP007563,Male,No,1,Not Graduate,No,3617,0.0,91.3,240.0,,Urban,1
2055,LP007564,Female,No,0,Not Graduate,No,2252,0.0,68.2,360.0,1.0,Semiurban,1
2056,LP007565,Male,Yes,2,Not Graduate,Yes,7057,1036.4,203.3,360.0,1.0,Rural,0
2057,LP007566,Male,Yes,1,Graduate,Yes,8312,4717.2,382.4,360.0,0.0,Rural,0
2058,LP007567,Male,Yes,1,Graduate,No,4683,1591.1,123.9,360.0,1.0,Rural,0
2059,LP007568,,Yes,0,Graduate,Yes,1959,4049.0,162.0,360.0,,Semiurban,1
2060,LP007569,Male,Yes,0,Graduate,No,4679,0.0,75.5,180.0,1.0,Semiurban,1
2061,LP007570,Male,Yes,3+,Graduate,No,6984,0.0,152.0,180.0,1.0,Rural,1
2062,LP007571,Male,Yes,0,Not Graduate,No,4327,0.0,127.4,360.0,,Rural,1
2063,LP007572,Male,No,0,Graduate,No,2598,0.0,71.7,360.0,1.0,Semiurban,1
2064,LP007573,Male,Yes,2,Not Graduate,No,4268,3323.5,125.7,180.0,1.0,Urban,1
2065,LP007574,Male,Yes,1,Graduate,Yes,1102,3081.0,114.7,360.0,1.0,Urban,0
2066,LP007575,Male,No,0,Not Graduate,No,6456,0.0,130.3,360.0,1.0,Rural,0
2067,LP007576,Male,No,0,Graduate,No,4674,0.0,101.1,360.0,1.0,Semiurban,1
2068,LP007577,Male,No,1,Graduate,No,3285,1990.9,105.4,180.0,0.0,Urban,0
2069,LP007578,Male,No,0,Graduate,No,5758,0.0,121.7,360.0,0.0,Rural,0
2070,LP007579,Male,Yes,2,Graduate,No,3496,414.4,107.2,84.0,1.0,Urban,1
2071,LP007580,Male,Yes,,Graduate,No,5910,2507.6,186.1,360.0,1.0,Rural,1
2072,LP007581,Male,Yes,0,Graduate,Yes,17541,0.0,252.8,360.0,1.0,Urban,1
2073,LP007582,Male,Yes,0,Graduate,No,5735,0.0,123.7,360.0,1.0,Semiurban,1
2074,LP007583,Male,Yes,0,Graduate,No,3274,1321.4,132.8,360.0,1.0,Semiurban,1
2075,LP007584,Male,Yes,1,Not Graduate,No,3477,1216.4,137.7,360.0,1.0,Urban,1
2076,LP007585,Male,Yes,0,Graduate,No,13849,0.0,421.2,360.0,1.0,Semiurban,1
2077,LP007586,Female,No,0,Graduate,No,3896,0.0,43.6,360.0,1.0,Semiurban,1
2078,LP007587,Male,No,0,Graduate,No,3505,0.0,123.7,360.0,1.0,Semiurban,0
2079,LP007588,Male,Yes,0,Graduate,No,4737,0.0,74.6,180.0,1.0,Semiurban,1
2080,LP007589,Male,No,0,Graduate,No,5272,0.0,114.2,360.0,1.0,Urban,1
2081,LP007590,Male,Yes,0,Graduate,No,3093,3146.3,138.7,360.0,1.0,Urban,1
2082,LP007591,Female,Yes,0,Not Graduate,No,1914,1719.9,108.7,360.0,1.0,Semiurban,1
2083,LP007592,Female,No,0,Graduate,No,1396,1778.3,109.4,360.0,0.0,Semiurban,0
2084,LP007593,Male,Yes,1,Graduate,No,3287,1044.8,96.9,360.0,1.0,Urban,1
2085,LP007594,Male,Yes,1,Graduate,No,3166,1830.1,143.5,360.0,1.0,Semiurban,1
2086,LP007595,Male,No,0,Graduate,No,8875,0.0,213.2,360.0,1.0,Urban,1
2087,LP007596,Male,Yes,1,Graduate,No,4757,1435.2,137.4,360.0,1.0,Rural,0
2088,LP007597,Male,Yes,0,Graduate,No,2988,1989.2,96.2,360.0,1.0,Rural,1
2089,LP007598,Female,Yes,0,Graduate,No,3034,0.0,38.0,360.0,1.0,Semiurban,1
2090,LP007599,Female,No,0,Not Graduate,No,2241,0.0,69.1,360.0,1.0,Semiurban,1
2091,LP007600,Male,Yes,2,Graduate,Yes,6242,1184.3,104.0,360.0,1.0,Rural,1
2092,LP007601,Male,Yes,2,Graduate,Yes,6351,0.0,138.4,84.0,,Rural,1
2093,LP007602,Male,No,0,Graduate,Yes,6868,0.0,119.7,360.0,1.0,Urban,1
2094,LP007603,Female,No,0,Graduate,No,3982,1632.4,130.9,360.0,1.0,Rural,1
2095,LP007604,Male,No,0,Graduate,No,5037,0.0,118.3,360.0,1.0,Urban,1
2096,LP007605,Male,Yes,1,Graduate,No,2528,2135.3,104.9,360.0,1.0,Semiurban,1
2097,LP007606,Male,Yes,3+,Graduate,No,5181,3273.5,205.9,360.0,1.0,Semiurban,1
2098,LP007607,,Yes,3+,Graduate,No,25406,0.0,365.3,360.0,1.0,Rural,1
2099,LP007608,Male,Yes,1,Graduate,No,3197,1679.4,150.5,360.0,1.0,Semiurban,1
2100,LP007609,Male,Yes,2,Graduate,No,4980,0.0,126.4,360.0,1.0,Urban,1
2101,LP007610,Male,Yes,0,Graduate,No,9891,0.0,73.8,180.0,1.0,Urban,1
2102,LP007611,Male,Yes,0,Graduate,No,4153,1827.8,145.5,360.0,0.0,Rural,0
2103,LP007612,,No,0,Graduate,No,4889,0.0,96.8,360.0,1.0,Semiurban,1
2104,LP007613,Male,Yes,1,Graduate,No,4324,1610.5,132.5,360.0,1.0,Rural,0
2105,LP007614,Female,Yes,1,Graduate,No,3164,914.1,107.6,84.0,1.0,Semiurban,1
2106,LP007615,Male,Yes,0,Graduate,No,5367,1969.9,209.7,360.0,1.0,Rural,1
2107,LP007616,Female,No,0,Graduate,No,3849,1558.3,126.0,360.0,1.0,Rural,1
2108,LP007617,Female,No,0,Graduate,No,3180,0.0,86.6,,1.0,Urban,1
2109,LP007618,Male,Yes,0,Not Graduate,No,1703,955.8,105.2,360.0,1.0,Semiurban,1
2110,LP007619,Male,No,0,Graduate,No,3989,4973.7,184.9,360.0,1.0,Urban,0
2111,LP007620,Male,Yes,0,Graduate,No,2137,2247.9,89.3,360.0,,Urban,1
2112,LP007621,Male,Yes,0,Graduate,No,3051,1336.0,78.5,360.0,1.0,Urban,1
2113,LP007622,Male,Yes,2,Not Graduate,No,2266,0.0,112.9,360.0,1.0,Rural,0
2114,LP007623,Male,Yes,3+,Graduate,No,2991,2757.6,120.7,360.0,0.0,Rural,0
2115,LP007624,Male,Yes,2,Not Graduate,No,2084,1617.0,119.7,180.0,1.0,Semiurban,1
2116,LP007625,Male,Yes,0,Graduate,No,3752,2698.5,155.2,360.0,1.0,Semiurban,1
2117,LP007626,Male,Yes,0,Graduate,No,8031,1828.6,188.3,360.0,1.0,Rural,1
2118,LP007627,Male,Yes,1,Graduate,No,5326,4178.1,321.3,360.0,,Urban,1
2119,LP007628,Male,Yes,0,Graduate,No,5840,2209.6,186.6,360.0,1.0,Rural,0
2120,LP007629,Male,Yes,1,Graduate,No,4759,0.0,,360.0,0.0,Rural,0
2121,LP007630,Male,No,0,Graduate,No,7977,0.0,214.5,360.0,1.0,Urban,1
2122,LP007631,Female,No,0,Graduate,Yes,2556,1775.5,95.3,300.0,1.0,Semiurban,0
2123,LP007632,Male,Yes,2,Graduate,,2425,1794.2,107.3,360.0,1.0,Urban,1
2124,LP007633,Male,Yes,1,Graduate,No,2122,2944.5,117.0,360.0,1.0,Urban,0
2125,LP007634,Male,Yes,2,Graduate,,4895,0.0,70.2,360.0,0.0,Semiurban,0
2126,LP007635,Male,Yes,0,Graduate,No,3382,2062.8,104.1,360.0,0.0,Urban,0
2127,LP007636,Female,No,2,Graduate,,3812,2012.9,116.9,360.0,1.0,Semiurban,1
2128,LP007637,Male,Yes,1,Graduate,No,13415,10616.7,379.7,360.0,1.0,Semiurban,0
2129,LP007638,Male,Yes,2,Graduate,No,6249,5422.3,206.2,180.0,1.0,Semiurban,1
2130,LP007639,Male,Yes,0,Not Graduate,No,1981,1084.9,105.2,360.0,1.0,Semiurban,1
2131,LP007640,Male,Yes,0,Graduate,No,7853,0.0,159.0,360.0,1.0,Semiurban,0
2132,LP007641,Male,No,0,Graduate,No,3887,1715.3,,360.0,1.0,Rural,1
2133,LP007642,Male,No,0,Not Graduate,No,2869,2528.3,108.8,360.0,1.0,Semiurban,1
2134,LP007643,Male,Yes,2,Graduate,No,17830,0.0,264.3,360.0,1.0,Urban,1
2135,LP007644,,No,0,Graduate,No,5106,0.0,101.2,360.0,1.0,Semiurban,1
2136,LP007645,Male,No,0,Graduate,Yes,5166,0.0,134.0,360.0,1.0,Semiurban,1
2137,LP007646,Male,Yes,0,Graduate,No,5339,5580.4,196.2,360.0,1.0,Semiurban,1
2138,LP007647,Female,No,0,Graduate,No,3226,0.0,98.8,360.0,1.0,Semiurban,1
2139,LP007648,Male,Yes,2,Not Graduate,No,3001,1870.4,73.9,360.0,1.0,Urban,1
2140,LP007649,Male,Yes,3+,Graduate,No,3676,2455.9,113.6,360.0,0.0,Rural,0
2141,LP007650,Male,Yes,0,Graduate,No,1930,1021.4,50.1,360.0,1.0,Semiurban,1
2142,LP007651,Female,No,0,Not Graduate,No,4343,0.0,150.0,360.0,1.0,Rural,1
2143,LP007652,Male,Yes,3+,Graduate,No,38637,0.0,580.9,180.0,0.0,Semiurban,1
2144,LP007653,Male,No,0,Graduate,Yes,6766,0.0,85.4,360.0,1.0,Semiurban,1
2145,LP007654,Male,No,1,Graduate,No,11665,0.0,205.9,360.0,,Semiurban,0
2146,LP007655,Male,No,2,Graduate,No,3560,0.0,106.1,360.0,0.0,Rural,0
2147,LP007656,Male,Yes,0,Graduate,No,7349,7220.4,163.6,300.0,,Rural,1
2148,LP007657,Male,Yes,0,Graduate,No,2659,2456.1,117.9,360.0,1.0,Semiurban,1
2149,LP007658,Female,No,3+,Graduate,,434,43405.5,331.7,180.0,,Urban,0
2150,LP007659,Male,No,0,Graduate,No,5571,0.0,140.0,360.0,1.0,Urban,1
2151,LP007660,Male,No,0,Graduate,No,3818,0.0,76.0,360.0,1.0,Semiurban,1
